puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
VQQGpqJPLRHWEdw_h9NI4ZrVQPnZyMiqpZgI87IARuUNgv5ZQMvx_FcR1O1ALGj5YFG7hikxVkcjmg,DIAMOND,high,0,216,216,8.31,-16,1,0.463,0.0,3.767,26.93,8,22,0.472,0.657,JUNGLE,0.162,1197,0.1058,0.2269,0.1389,0.4964,0.2171,0.579,11.481,0.0833,0.1713,26.4
VVGWJvTfWFIsGmd1poAh88ZxPQCeOxWRs-DNBIG8SD5sd5MDff_THSnvgPiqQpUiyOSvUBXniM-fWA,MASTER,high,0,56,56,5.09,10,1,0.5893,0.0,4.268,26.9,4,9,0.554,0.929,JUNGLE,0.0,91,0.112,0.3571,0.2143,0.5369,0.2541,2.875,9.018,0.1429,0.0893,29.29
Vd_xDpOg-nresYuXkpCcxhrDsLI9lwHZrgFQc7b_b7C6lfwdBJXPvVHkRbgdZz8zJRpBDR0uHee9Xw,MASTER,high,0,210,84,4.47,32,1,0.5762,0.0975,3.361,27.45,5,20,0.314,0.981,TOP,0.048,636,0.0943,0.281,0.1143,0.3703,0.2288,0.724,5.29,0.1333,0.1476,27.16
Vjp5KnvLuc7WjuBGrZtfA1ThqNFdH0ly6ReSHcY5-3cX8thwsKynDXrODuYYw_bOUf_SrvfqtGk08Q,EMERALD,mid,0,110,96,3.14,14,3,0.5636,0.1442,2.721,29.82,5,33,0.327,0.718,JUNGLE,0.155,554,0.1408,0.5364,0.2636,0.531,0.2386,1.218,14.445,0.0909,0.0727,28.49
VnA8NLuI9uuheXWYtHcet9XJAN1n9n33SETcrwUQ2Yp6j4YJ_ebGPk7t_rHKso5FdWUMwPRbIngL0A,GOLD,mid,0,190,-32,3.45,16,4,0.5421,0.0471,2.904,29.96,8,8,0.826,0.858,TOP,0.184,108,0.1087,0.2632,0.1263,0.3746,0.2164,1.121,17.695,0.1842,0.1211,29.63
VrMofW_mkDr6FrsdWw1wLwg8kGbCgDMbkHreUTBR69dBp0ojeWnJJ3L68h6RmCMaXesJdCbezyAlbQ,DIAMOND,high,0,122,118,6.78,-22,2,0.4098,0.4167,3.569,27.05,9,14,0.467,0.992,UTILITY,0.008,1254,0.0785,0.2295,0.0984,0.5709,0.0763,0.049,10.754,0.0492,0.2295,27.67
Vx9ZJy4MbCtLW5t52mePEArhWLEGbvubQu3PiEkUAANaM11pNrGz2Wr6ZnZz7wWU-8kSJPb6KaDjEA,SILVER,low,0,67,-1,5.15,-9,38,0.4328,0.1622,2.373,30.31,6,22,0.313,0.642,MIDDLE,0.0,673,0.1321,0.403,0.1791,0.4132,0.2289,1.06,3.791,0.1194,0.1493,30.65
W6sYrD_JxldmtlYYQ2zJ7rV9iTCkonv3uul8AlA4Q9NjZ6bOIlxzAR-iQziCPrw8xi08xi_6i0WTRA,DIAMOND,high,0,198,126,5.66,-2,4,0.4949,0.0278,4.911,28.2,6,9,0.854,0.955,JUNGLE,0.212,166,0.0894,0.1465,0.0758,0.5402,0.1921,0.848,15.101,0.0859,0.101,28.95
W7HkFIV3RW3Ixdq6-C4imhY94i-NfPVEDVmm-OTbd9FIpzL5Zy7GMOyfx0cvFlx8CKUn9wo7Mw7w3g,PLATINUM,mid,0,78,76,3.71,-4,1,0.4744,0.4805,2.923,30.03,6,19,0.167,0.808,UTILITY,0.167,486,0.105,0.2436,0.1282,0.5122,0.1144,0.128,2.782,0.1026,0.0641,29.3
WJkfE22wD1HVrcGy9NJ8s0ubeBD2Q-llyGdIUtuBGIrrlrXxbzcL2r0nK-tW_SZwaNhM-9p9tVajQQ,SILVER,low,0,104,-80,2.04,2,41,0.5096,-0.2935,2.595,31.92,5,13,0.827,0.99,UTILITY,0.144,75,0.1106,0.3654,0.2115,0.4386,0.1673,0.212,12.654,0.0192,0.1058,30.83
WL4ez7XadlP-oIayd4j_L-ciZmF97kBlEOG_xNJQdxG63hNgohZJwpHVmGWrAzIARz1u_Q3Vf9VJVw,GRANDMASTER,high,0,228,200,3.68,10,0,0.5219,0.0234,5.669,27.01,7,43,0.083,0.882,JUNGLE,0.123,1354,0.0801,0.1009,0.0526,0.5701,0.2277,0.851,26.193,0.0789,0.1754,26.87
WNwygjm0xuCEoy-bJqq4PM809wceixVTwOkTHdfT4wJMyTI4Jsa7OJ81Q8YVcBPGzmVYSb-jAga-Kw,IRON,low,0,29,29,2.42,-3,1,0.4483,0.0,2.32,30.66,5,2,0.862,1.0,UTILITY,0.0,72,0.1111,0.2069,0.1724,0.4016,0.1098,0.034,0.0,0.0345,0.1379,29.51
WT1bHN3_Y1eriv6APaj0lXznkMOQZVMGsNMx2ayLP5PHT1Kfb838pppev_5ZkXXe8dSFhLDsys8A7A,BRONZE,low,0,67,13,1.91,-11,4,0.4179,0.2657,2.485,32.04,10,25,0.149,0.478,BOTTOM,0.0,94,0.1143,0.2537,0.1045,0.4025,0.1644,0.687,13.507,0.0746,0.1343,32.46
WTvUM_6x9-0YJE778_6gBeP853ZePy4s8c-X4wpKofCCuxNGyMPUyqvAM3ibu7vzSAQ3v1huDIvQPw,DIAMOND,high,0,201,199,9.57,7,7,0.5174,-0.485,2.678,28.99,8,44,0.144,0.816,TOP,0.308,196,0.1268,0.4129,0.2289,0.3857,0.2335,0.468,14.363,0.199,0.1095,29.84
WWvWFBJxav-Z7v7yLP2b3T8_FhBZvEhbRdpcRXRyxBXKr_i2smDBs6zeCG2QAEhzs2MmtXRcs7RKjA,CHALLENGER,high,0,275,227,4.04,-11,1,0.48,-0.0676,3.599,26.64,9,20,0.611,0.833,JUNGLE,0.327,160,0.1071,0.2436,0.1564,0.519,0.2108,0.804,35.578,0.0764,0.16,26.3
WZTyLSgF3NVcba7KIxxdFaU4b2a25FdAds8bSx9bTTARhLRj-uz5MkRAbE0ICCPoUcAs-PM8JECO-g,DIAMOND,high,0,200,200,7.41,-4,1,0.49,0.0,3.414,29.45,8,15,0.825,0.875,MIDDLE,0.07,554,0.0972,0.145,0.08,0.4251,0.2262,0.63,52.735,0.04,0.145,29.07
WcgC5Wa-l887apbHpLQZ47cN6Lu85vEeKMxG-3m9pu6MOSmpq_gdrgKjPrJVaorKsECcVszYO9tyoQ,SILVER,low,1,194,-56,6.47,-6,46,0.4845,-0.0547,2.665,30.28,6,22,0.129,0.588,UTILITY,0.139,492,0.1315,0.4948,0.3247,0.4685,0.1661,0.428,6.397,0.0825,0.0464,30.27
WgXu0RX9CFsWK0iY-9CP_kqoLcsvo-IDYnmWZAhFqThq28EMhrUDPHlOocXZy0aIjFvCjy5l8uTgdQ,DIAMOND,high,0,209,209,9.95,5,0,0.512,0.0,5.274,30.12,6,35,0.167,0.536,JUNGLE,0.01,362,0.0816,0.0909,0.0622,0.5021,0.2022,0.88,11.211,0.0478,0.0718,30.08
WlLr13w-i84sj5jTT9puanTJxs530bW8p4MB97YqXocYdxqtOcbVKMjRUDnUXHofkeDIymlhfpcY2Q,GRANDMASTER,high,0,201,47,7.44,21,4,0.5522,-0.0311,3.358,27.56,5,55,0.169,0.761,BOTTOM,0.159,421,0.1128,0.408,0.2189,0.5024,0.2363,1.109,37.547,0.1443,0.1244,28.66
Wo46dfx4dO6WlhpAh4-xfOJQJUnOI_ePCcFot7da7QQOkrMEbn1itzhEBXay2wdzeOeF3_x4eW9sLA,BRONZE,low,0,80,-70,2.5,2,50,0.5125,0.0933,3.311,32.23,5,10,0.512,0.525,UTILITY,0.012,559,0.1038,0.275,0.1,0.4837,0.1899,0.562,8.25,0.175,0.05,32.52
WwU-aBOoF7Rg4sbf7cxNQ9pYq75_kgEP9FfJLe_eaSpQ2Cw_LzYbGkdPAxYuZYSJX-sJmuB1Zq6fBA,CHALLENGER,high,0,257,243,8.29,9,0,0.5175,0.0914,4.82,27.03,7,20,0.323,0.805,JUNGLE,0.331,158,0.0931,0.1479,0.0895,0.5378,0.1995,0.681,39.416,0.1362,0.1245,27.66
X32r-aOKc6txkZaaBMG3NCiDd1L06iJ1rxFDUwHRJbFVNtxzUHaktPz22lqjwwLbAoOMYANgnlcCIw,MASTER,high,0,209,105,5.36,3,2,0.5072,0.0608,3.788,27.5,7,27,0.196,0.861,MIDDLE,0.129,969,0.099,0.2297,0.1148,0.4562,0.2353,0.627,14.364,0.1005,0.1866,27.77
X75QEYxeG1-hZlPzjE6avZxNI3Hd7ByTlaHec_Di5H09pYtSf8gBXYFlZS2r17-La7b9tPwL5gCMyg,GOLD,mid,0,209,127,3.48,3,1,0.5072,0.0544,2.282,31.94,7,30,0.225,0.517,TOP,0.211,622,0.1489,0.4306,0.2057,0.4508,0.2289,1.182,7.498,0.1292,0.1196,31.78
X97wn6Bo3HUWRzBlRMF6CD1w6lW7zgTVSihJaFoHgTlf_J1aOytK37HTkHqAlF51mwPyHbC1heHJBw,EMERALD,mid,0,178,-44,8.09,16,22,0.5449,0.0596,2.468,29.15,7,12,0.522,0.713,TOP,0.039,324,0.112,0.2809,0.1517,0.3659,0.2228,0.438,2.494,0.1292,0.118,28.01
XGKFQ9sLTKQ6TlC9hwXjWmsMypVrii46r4NCd-VE20r40UPRm6G5qx5uX4_H0T6kO5dJIUtRQwjAPQ,CHALLENGER,high,0,489,389,6.52,-5,4,0.4949,-0.028,3.441,26.72,7,57,0.472,0.611,MIDDLE,0.106,1478,0.0999,0.2945,0.1391,0.428,0.2236,0.642,11.454,0.1063,0.18,26.69
XO5dek88ytK2Mg0CJHQshlGaRh9Xgm0ZaoOSIkkBm-g9zoH7ZKbzlEbcqr1GNgfuFZQdPygILh2Yvg,IRON,low,0,196,194,5.3,-2,1,0.4949,0.4974,5.012,32.1,8,23,0.148,0.643,UTILITY,0.01,828,0.0591,0.0561,0.0357,0.3949,0.1747,0.27,5.872,0.0459,0.1122,32.07
XVY6Ttrw1NJu-Y4hTIMstuSzdPIbjE4BTK5O6rJ1-N5vw2K6MrwgOuE1l74SVebYKoga9JLg0Wmu3A,GRANDMASTER,high,0,199,-115,6.42,33,10,0.5829,-0.0146,3.867,26.32,7,11,0.889,0.925,BOTTOM,0.035,63,0.0963,0.3216,0.1457,0.5165,0.247,2.779,25.503,0.1859,0.1759,25.92
XWf_3iITNPWWjSdPxZEF_azRP0GLuthpu8_AECuhLtjDAhz-2nkla12GJCSp5ExVfQn88xb13SBjHQ,PLATINUM,mid,0,42,-16,4.2,-2,1,0.4762,0.313,2.719,29.1,4,22,0.143,0.5,BOTTOM,0.0,475,0.1181,0.381,0.2143,0.4415,0.2131,0.929,9.024,0.1667,0.0238,29.82
XZc4PVPQ5OZ5djz6I57z4FLOLPDrddPsygiUQ11sttdjHLMe1J7_AdJwciPl42Eawh15JMXJFay7mg,DIAMOND,high,0,199,197,7.65,-3,3,0.4925,0.4949,2.857,28.34,8,12,0.724,0.889,MIDDLE,0.02,773,0.1155,0.2814,0.1357,0.4527,0.2427,1.236,11.95,0.1005,0.1156,27.92
X_MF2xq4gb6j6NJ_5-bG8J6Y4wmBnIdx__UrLYtM8WBn87l_KhjBLnytk453gORfwVVpGuKR5svfUw,EMERALD,mid,1,64,62,5.82,16,38,0.625,-0.381,3.48,29.65,3,13,0.203,0.875,MIDDLE,0.219,91,0.1177,0.3125,0.0625,0.4765,0.2766,1.203,18.203,0.2656,0.0312,30.27
X_Y9Yx3VuMQ6ao3yxKlMIzke2-0Wlb2gjm7q8IFh-BL5L6ywqewduQFPMhXQ8lqrL8pki4i-tF6MxQ,SILVER,low,0,29,19,2.23,5,5,0.5862,0.225,4.208,33.42,3,11,0.31,0.552,TOP,0.069,316,0.0847,0.069,0.0345,0.4569,0.2279,1.103,16.345,0.1034,0.1034,33.29
XlGHJKUISimdYcN8WXKh8QmEajCnj8SHosgq8F5guTDqp4HyfD03OG0rAZ7WGHeI1IEfWe0fjnMx0w,MASTER,high,0,81,51,3.52,29,1,0.679,-0.1485,5.39,28.67,3,27,0.21,0.901,JUNGLE,0.0,1291,0.0955,0.1481,0.037,0.559,0.2282,0.975,14.901,0.0494,0.0494,29.8
Xm0Ec59CphFmuXpdguuLrmS7RfSgVrQAiviz49NNb1KS3SE1hrG1-K6fAMMeYc-JcMI12wvPuen4JQ,DIAMOND,high,0,188,122,4.18,18,1,0.5479,0.0029,3.037,28.44,5,17,0.33,0.84,BOTTOM,0.0,245,0.1073,0.3298,0.1649,0.4555,0.2288,0.755,8.771,0.1489,0.1011,28.16
Xs3FiHbGWk_0T5096HY_0jYWIDbOtgqXlDdMbKKYeiYJwMTPAhsV7rrOrVu3gOFldr-d90XGPKT5UA,CHALLENGER,high,0,281,259,4.46,11,0,0.5196,-0.0269,3.581,26.97,6,38,0.135,0.715,BOTTOM,0.096,110,0.0947,0.2456,0.1352,0.5,0.247,1.06,31.779,0.1317,0.1352,27.49
XtDKt4a7QYRaiJhBgpa0BjrbTsRnoMzeVmmiVbRdekqFKqXJkmBPmVU-LnaMB89mJEsGZiBb0zf6Wg,EMERALD,mid,0,78,-24,2.36,-6,3,0.4615,-0.0261,2.918,28.85,7,33,0.244,0.321,JUNGLE,0.0,418,0.1166,0.2821,0.1538,0.4284,0.2108,0.385,15.551,0.0641,0.0897,29.25
Xy0euLnXaq9qYBMDw3xGh0jav7GU0m1PBhq6f_FQBHFEAdiIEdpUE9v3qO50MHMDwEE02IcUEurJAw,CHALLENGER,high,0,261,231,4.75,1,1,0.5019,-0.1041,4.535,27.19,8,37,0.211,0.805,BOTTOM,0.057,1109,0.0864,0.2261,0.1034,0.5135,0.2189,0.759,3.448,0.1188,0.1188,27.35
Y3cAiD8P_Ibii9HnGY0WIsHlxzVybdxVLi9nsIeBsCXsHfoTNmcjOWA96xLSF1mmdBRj4BYQwnhSOQ,GRANDMASTER,high,0,233,195,5.18,43,1,0.5923,0.0718,4.901,26.75,6,24,0.172,0.923,JUNGLE,0.013,239,0.0945,0.2446,0.1202,0.581,0.2254,1.064,19.635,0.1288,0.103,27.52
YDK4wXkLRyywR6Zrp4Ka4HwL4731meO8diIh81pgZ0TuugTW8VR9Nwiul1BIbB7f6CWIvwq9jypnjA,BRONZE,low,0,88,88,5.87,-10,1,0.4432,0.0,3.488,29.93,5,2,0.955,0.534,MIDDLE,0.0,187,0.0985,0.1591,0.0568,0.4728,0.2062,0.273,22.909,0.0909,0.1477,30.85
YDN2GKSQaH5h4nFrqbw2GF4P_ct1hbYyLmXS0R2q_9WVD_DLRSnYxfJAr1jSVHhiGrlrvO-0hBWNOQ,PLATINUM,mid,0,101,51,2.2,17,2,0.5842,0.1384,4.789,30.91,8,12,0.525,0.743,TOP,0.02,593,0.0964,0.2079,0.0891,0.4325,0.2304,0.832,7.752,0.099,0.0495,32.06
YEKBAtH4HVz9CN14Aah4nIm8gF7oC1TEAfHp3J-8n4NUADQFjzkHfeE1v5iP3eBPT15JzjXrXJ48SQ,SILVER,low,0,65,63,4.64,7,38,0.5538,0.5625,3.726,31.41,5,17,0.277,0.585,BOTTOM,0.169,161,0.1039,0.3231,0.1846,0.4899,0.2082,1.538,6.262,0.1538,0.0462,32.17
YIS7ueG7Deo_5r32_qLg1a_wdfibe8AB4f-bsZ9EEksCARBDxmPipVB12slgpimbL7ClQ1eXTy3x8Q,BRONZE,low,0,31,1,2.38,-5,4,0.4194,0.2958,2.557,31.23,4,4,0.516,1.0,MIDDLE,0.0,189,0.1246,0.1935,0.0968,0.3912,0.2103,0.645,13.774,0.0,0.0968,31.93
YJjzWOpKJDM6YVr2sRdxFd17MIgRyjemEDW8jC4k7IcT_ju-9QPk3ZpYZo7ZddeecI78isboyoYRWQ,PLATINUM,mid,0,196,168,5.03,10,1,0.5255,0.1813,2.672,30.44,6,27,0.204,0.827,MIDDLE,0.403,457,0.131,0.3673,0.1786,0.4373,0.2455,0.959,11.199,0.1786,0.051,31.2
YJo77Esv_ASIbZIwbCIg5lUCLnsgzSanBTEyZPdPh44wF84shay54W1qkrukzLXRYR96ugz9JyCOEw,MASTER,high,0,201,-29,4.47,59,7,0.6468,0.028,4.794,26.31,5,44,0.109,0.711,BOTTOM,0.01,146,0.0789,0.209,0.0896,0.5035,0.2506,0.915,30.488,0.1493,0.1642,27.1
YXZ3hTO2qCxy6chn7KElsS7DQvkZjt_vvYENddNVLZ1sDKSl6S6uvhrlYxmAE6a6bW4VQQvnCTRjxA,GRANDMASTER,high,0,201,-37,3.3,19,1,0.5473,0.0232,3.973,27.77,5,34,0.124,0.861,JUNGLE,0.119,670,0.1046,0.1841,0.0647,0.5519,0.2307,1.025,12.413,0.0896,0.0746,27.65
YxPBAryu4pb8QVS8_x18wX82H7mp2VuC1cSoHV4AVJVGRo9FPW-dDUTVdzwwS8OUnyb847rQovaMJA,DIAMOND,high,0,68,54,6.18,10,5,0.5735,-0.3162,2.702,28.64,4,16,0.191,0.735,BOTTOM,0.132,849,0.0959,0.25,0.1324,0.4018,0.2272,0.882,4.206,0.0882,0.0735,28.68
Z5g8ALdOU_9gyqj-ZioiOTe73Vk_Z2rtVsb7lPxwxoQ-Oo3hwf92yk7Kz-OVBYmZDMsg65tXiZAS6g,DIAMOND,high,0,272,266,7.35,-24,11,0.4559,-0.5502,3.81,28.15,10,19,0.283,0.831,UTILITY,0.202,847,0.0882,0.239,0.1434,0.5663,0.1303,0.129,8.169,0.0404,0.0882,27.86
Z7LIaQNe0bMUsuvD_5ruUctjGJ0QTi9sRTVvEgLBXxblcme_mxSb_PzZIl2xEVGgBvMzcbytSzXyMQ,GOLD,mid,0,111,-79,2.85,-9,8,0.4595,0.0474,3.044,29.21,4,28,0.333,0.73,MIDDLE,0.252,195,0.1173,0.3604,0.1892,0.4796,0.2384,0.73,14.658,0.1261,0.1892,27.8
Z80EOsIusCdzsEvtm7F5N9HU8rmZPa7Jhe5G7uPJwS72iFSgiUKqwhfEmsmG8tjUSYuBbvPq1KCjJA,IRON,low,0,43,43,3.58,-7,17,0.4186,0.0,2.344,29.91,6,14,0.279,0.372,BOTTOM,0.0,66,0.0961,0.186,0.0465,0.3513,0.1691,0.419,11.233,0.0465,0.186,31.29
Z8L4L4Qylm68EMn4xaKoAN7t5gUQpXE_F-jXoAoO1RcpW0uQ5SqkzZaS-_iS0b4t74bhSCTPexfU3g,DIAMOND,high,0,121,37,5.04,7,1,0.5289,0.0078,3.053,30.79,8,63,0.05,0.463,MIDDLE,0.107,199,0.1258,0.3471,0.1818,0.4579,0.2307,0.545,15.091,0.1157,0.0413,31.96
ZPexamw8vbHrj5YhktiOyyzgck7unkzW4ios_v1kuC6ScDP9FL8FxFD1ai7jj9HaMfqXz7UUNg7HMg,GRANDMASTER,high,0,332,262,5.03,-4,0,0.494,-0.1185,4.864,27.2,11,36,0.163,0.675,MIDDLE,0.084,1434,0.0719,0.1024,0.0331,0.4608,0.199,0.38,19.199,0.0602,0.1416,27.07
ZZnDXAz5J896ESqPRmLkY5kHctpLi37ptEYAVdHZMNZCs72xTo2Rpp23iIacjAL_1dQa021Ijscvvg,MASTER,high,0,98,36,1.81,12,1,0.5612,0.0188,5.512,29.19,5,18,0.531,0.755,TOP,0.0,789,0.0753,0.1122,0.0714,0.4717,0.1904,0.102,9.439,0.0612,0.0816,29.19
ZnVAZ5u_gPyw-kSyxx7Bz7Fd-CjI0MVqW7Hc_W-oKloZum1Vcth901kzjMhEk48Wd6zdB1JFp7z8sg,IRON,low,0,111,-43,6.94,-21,39,0.4054,-0.118,2.885,30.88,7,32,0.234,0.387,UTILITY,0.027,680,0.0813,0.1261,0.0901,0.3774,0.102,0.162,4.685,0.036,0.1261,30.2
ZoBBrQ8qG-reVsd2jvgOVUopGWoJaT10MWEP8WXD095Zrr81S6koc4ebBaixGnEboBZrJ2Xq5gJt_A,BRONZE,low,0,193,27,3.94,5,10,0.513,-0.0513,3.063,31.27,6,62,0.073,0.275,BOTTOM,0.176,237,0.1143,0.2798,0.1192,0.4806,0.2075,0.819,11.922,0.0984,0.1399,31.13
ZsB_yrZxm0LLSo911e0JT1jtODdzehkQXYUiIDwAlTyES5F-stNW0baquORDE5McCAEtPbIc_5ptEQ,MASTER,high,0,219,187,4.21,-7,1,0.484,0.185,3.271,28.13,6,20,0.187,0.968,UTILITY,0.0,728,0.0932,0.3881,0.21,0.5793,0.101,0.041,18.064,0.0457,0.1233,28.2
ZxIq-8i-fTgEttmJ6daqb1mpWBiH5B96gx416aQPQfSrbtZDuqPZLYLw7JT8SqEB6XD_0swOniU7RA,DIAMOND,high,0,160,28,2.62,8,1,0.525,0.0683,2.93,28.85,6,37,0.169,0.831,MIDDLE,0.019,402,0.1186,0.3438,0.2,0.472,0.2397,0.594,16.325,0.0625,0.1125,28.41
_6PasD3EX1dVdmNPJdz7LnVVfQOEuGRBwnxrPKDEImz2rvurPRSX4s64RIrF7-PeE6158FEOAlAVhw,GOLD,mid,1,118,46,3.69,-14,15,0.4407,-0.0454,2.793,31.42,7,22,0.237,0.475,MIDDLE,0.085,842,0.1135,0.2627,0.1017,0.4304,0.2265,0.703,33.0,0.1186,0.1271,32.32
_FMrPD9ucdwP5PpFNZF72d-Y380SjYNvqD7gJW_1p0W4XxDflAJEDCrRWlVEoyhmj77ftPHelgxG_A,DIAMOND,high,0,30,30,2.31,2,8,0.5333,0.0,4.499,29.9,4,9,0.3,0.9,BOTTOM,0.1,96,0.0953,0.2,0.1333,0.578,0.3472,2.267,4.5,0.2,0.1,31.54
_JNjEGzpEY5-yuad6AHGIDho8v4dj2tLRhYTHJrSzmEDcGXKLr1zthDj58Edsqhg9P2ayMLQXVJh3g,GRANDMASTER,high,0,206,196,4.9,2,1,0.5049,0.1075,3.259,27.4,6,35,0.136,0.796,BOTTOM,0.049,871,0.09,0.2864,0.1408,0.464,0.2474,1.087,6.262,0.0825,0.1553,27.32
_Pj4ibgTeHu7aNhcr9GJT2oe-RLBW5sMYA-3HkCPD3fZTqSDHYKCAHJfufuDC59HrNZ40khYHP94eQ,SILVER,low,1,43,-1,1.79,-9,8,0.3953,0.0649,1.857,29.95,6,23,0.209,0.674,TOP,0.302,377,0.1556,0.4651,0.3256,0.3172,0.2196,0.651,3.628,0.0465,0.1163,29.49
_Ru3iNEvBcqreKslwnTsxUS9kUp6pToufCOJLlBX-lNwfnjfwsJWtg5qeEkYe8ETuuFfd-EqWxWuWw,GRANDMASTER,high,0,251,249,6.44,-7,1,0.4861,-0.516,4.042,27.77,7,30,0.163,0.908,UTILITY,0.06,172,0.0846,0.2629,0.1116,0.5969,0.1371,0.163,13.884,0.0398,0.0956,28.21
_T5eMycI5jRKntxFUCh6G0qBXI25I8JQMqf0NfpoKRuy7J_avO7XtCTcFeXavoQQkqlo66iH2ZqNVA,GOLD,mid,0,58,-28,2.9,4,1,0.5345,-0.0915,4.182,31.24,4,20,0.207,0.966,UTILITY,0.0,610,0.0987,0.2586,0.1207,0.5394,0.1146,0.138,12.724,0.069,0.1552,31.43
_U47u0DdXwWLTeUKSOYOAR8sqywALRuntxK9M34wFp12FzOCvDRyuSQDn0QyIuTMUC3mNP3UhwHBxg,MASTER,high,0,216,190,4.0,8,2,0.5185,-0.0212,4.54,26.41,6,29,0.153,0.833,BOTTOM,0.0,1031,0.0809,0.2083,0.1204,0.4972,0.2581,0.944,15.069,0.1111,0.1944,25.75
_hr2AFb7m8Z3gFfoP-NUQqAhroBJlT_w90FneEQl0bbPU6r9nJVYKAuKHs__713aIzaRZe-1qKIDxQ,EMERALD,mid,0,102,-60,2.27,6,1,0.5294,-0.0071,3.024,30.42,6,13,0.412,0.961,BOTTOM,0.02,672,0.0952,0.2157,0.0882,0.4561,0.2353,1.304,29.892,0.1078,0.0686,29.87
_nC4L02JvEHAgtef0W_zLU12RTa1-uTX0nu54I8ewwh97-Kad4uRYYO3dnf65ojICVuCLWxsw4KxSw,SILVER,low,0,37,-1,1.76,11,24,0.6486,0.1433,4.667,30.06,3,11,0.324,1.0,MIDDLE,0.027,348,0.094,0.1351,0.0811,0.4854,0.281,1.676,8.676,0.1081,0.1622,32.17
_q6SpV1lYL6EBDWynvHiOgVhZWBfTC1JVy1Xcbh0GN57bJDalN_tpYs77TBIKCuE8iy80TAi897Krg,BRONZE,low,0,193,193,5.68,-3,6,0.4922,0.0,3.254,31.5,6,5,0.793,0.995,UTILITY,0.13,1971,0.0884,0.1658,0.0674,0.4441,0.152,0.104,7.259,0.0466,0.0829,30.59
_s2wQ5YQ1GGkwneczTdbgMOoIMyhsPeQ_Z1pvaYiRNQChr815MiaZmBcCp6teRdLAXcs5wxbwUHlqQ,BRONZE,low,0,72,72,4.5,-6,1,0.4583,0.0,2.304,31.67,7,25,0.347,0.472,TOP,0.208,239,0.1251,0.3056,0.1806,0.3896,0.2166,0.875,5.944,0.1667,0.1111,32.17
_tJjTPUEZFMe4EnZySv3SMb_-qyzroCJXdiJQui_TKei2I-mLDIP3bsn_UPqGp-txIckd0623hg_ow,GRANDMASTER,high,0,149,149,6.48,61,1,0.7047,0.0,5.678,27.04,4,22,0.228,0.913,JUNGLE,0.06,43,0.0955,0.255,0.1141,0.5461,0.2346,1.174,15.309,0.1544,0.0604,28.11
_tkiKSGycp1p1VMPsSLYHdCSU8WRpUpUfgXMBoWh5R2-X8W1sOdr1SfwGXlnWCptwTyZlwLZBWPSgA,GRANDMASTER,high,0,225,217,4.89,1,1,0.5022,0.2568,4.741,28.37,8,44,0.111,0.707,MIDDLE,0.027,747,0.074,0.0978,0.0578,0.4623,0.216,0.604,23.858,0.0711,0.1333,27.71
_zhzKE3t4iQEPrt9D1RqRHlIJJHc-L3SxBbIiqyMOb8PWGemKPm5SNioN08ka2dpgbxMKHTx_PAKzA,MASTER,high,0,211,-1,5.15,-7,11,0.4834,-0.0523,3.845,27.97,7,17,0.355,0.867,MIDDLE,0.142,518,0.0849,0.1374,0.0711,0.4494,0.2187,0.564,5.654,0.0616,0.1374,27.78
a4IL9xdzU9EIpH7NYFTCurJR6bNW3YlD-CSxmb-ARgHGi5dME1m5UEiMEjFsKtXPxFjskRb95PdtqA,GOLD,mid,0,200,-64,3.12,-4,1,0.49,-0.074,2.43,30.87,6,42,0.31,0.54,MIDDLE,0.055,564,0.1186,0.29,0.11,0.4335,0.2222,0.775,9.05,0.085,0.09,31.43
a9_0YK4VFMvz9TCCrXLJilJ75-Y4sEvBaguLJEn0BHgn9yW_1gh84d7e-6dJ__l3ftjjvooqczPUjA,DIAMOND,high,0,215,215,6.52,5,1,0.5116,0.0,2.686,28.2,6,19,0.34,0.995,TOP,0.0,252,0.1084,0.3302,0.1442,0.3843,0.2148,0.433,5.758,0.1581,0.093,28.86
aNmFKc4O8AcZgLh7e8OV9iv-ZMu5BCTAXHHZ-yl6kvVHZot2mthb4qWqoiiP4HbzIptBRDMFe3rTtg,PLATINUM,mid,0,138,138,5.52,16,2,0.558,0.0,3.424,30.32,5,44,0.188,0.297,JUNGLE,0.007,88,0.124,0.3696,0.2174,0.5149,0.215,0.783,13.638,0.1304,0.029,29.93
aR-uf-fLugymAQNZ5snSKrJXUOZnwO8YthNUV9mrRPp5zjCT9dB3DeKkananfIGwwCh_pmR4uSbZQQ,GRANDMASTER,high,0,181,51,3.23,15,0,0.5414,-0.0434,3.399,26.62,6,38,0.138,0.729,TOP,0.0,505,0.107,0.2928,0.1381,0.4593,0.2573,0.608,4.884,0.1271,0.1547,26.59
